27/04/2020 09:36:06,Martinique,175,,14 ,,77,84,7,466,37,,
27/04/2020 09:36:06,Guadeloupe,149,,12 ,,82,55,11,372,30,,
27/04/2020 09:36:06,Myanmar,146,,5 ,,10,131,,3,0.09,6678,123
27/04/2020 09:36:06,Gibraltar,141,, ,,131,10,,4185,,2198,65240
27/04/2020 09:36:06,Brunei ,138,,1 ,,124,13,2,315,2,13149,30056
27/04/2020 09:36:06,Liberia,124,,12 ,,25,87,,25,2,,
27/04/2020 09:36:06,Ethiopia,124,+1,3 ,,50,71,,1,0.03,14588,127
27/04/2020 09:36:06,Madagascar,124,, ,,71,53,1,4,,2357,85
27/04/2020 09:36:06,Cambodia,122,, ,,119,3,1,7,,11576,692
27/04/2020 09:36:06,Trinidad and Tobago,116,+1,8 ,,59,49,,83,6,1525,1090
27/04/2020 09:36:06,French Guiana,111,,1 ,,87,23,,372,3,,
27/04/2020 09:36:06,Bermuda,109,,6 ,+1,39,64,10,1750,96,1546,24824
27/04/2020 09:36:06,Cabo Verde,109,+3,1 ,,1,107,,196,2,791,1423
27/04/2020 09:36:06,Aruba,100,,2 ,,73,25,4,937,19,1622,15192
27/04/2020 09:36:06,Togo,98,,6 ,,62,30,,12,0.7,5951,719
27/04/2020 09:36:06,Monaco,94,,4 ,,42,48,1,2395,102,,
27/04/2020 09:36:06,Sierra Leone,93,,4 ,,10,79,,12,0.5,,
27/04/2020 09:36:06,Zambia,88,,3 ,,42,43,1,5,0.2,2586,141
27/04/2020 09:36:06,Liechtenstein,82,,1 ,,55,26,,2151,26,900,23605
27/04/2020 09:36:06,Bahamas,80,,11 ,,22,47,1,203,28,,
27/04/2020 09:36:06,Barbados,79,,6 ,,39,34,4,275,21,1663,5787
27/04/2020 09:36:06,Uganda,79,, ,,46,33,,2,,22318,488
27/04/2020 09:36:06,Mozambique,76,, ,,12,64,,2,,1644,53
27/04/2020 09:36:06,Sint Maarten,74,,13 ,,33,28,7,1726,303,266,6204
27/04/2020 09:36:06,Guyana,74,,8 ,,12,54,5,94,10,442,562
27/04/2020 09:36:06,Haiti,74,,6 ,,7,61,,6,0.5,769,67
27/04/2020 09:36:06,Cayman Islands,70,,1 ,,8,61,3,1065,15,940,14303
27/04/2020 09:36:06,Benin,64,,1 ,,33,30,,5,0.08,,
27/04/2020 09:36:06,Libya,61,,2 ,,18,41,,9,0.3,1623,236
27/04/2020 09:36:06,Eswatini,59,,1 ,,10,48,,51,0.9,714,615
27/04/2020 09:36:06,French Polynesia,57,, ,,43,14,1,203,,2266,8067
27/04/2020 09:36:06,Guinea-Bissau,53,,1 ,,3,49,,27,0.5,1500,762
27/04/2020 09:36:06,Nepal,52,, ,,16,36,,2,,51367,1763
27/04/2020 09:36:06,Chad,46,, ,,15,31,,3,,,
27/04/2020 09:36:06,Macao,45,, ,,32,13,1,69,,,
27/04/2020 09:36:06,Syria,43,,3 ,,14,26,,2,0.2,,
27/04/2020 09:36:06,Eritrea,39,, ,,13,26,,11,,,
27/04/2020 09:36:06,Saint Martin,38,,3 ,,24,11,3,983,78,,
27/04/2020 09:36:06,Mongolia,38,, ,,10,28,,12,,7292,2224
27/04/2020 09:36:06,Malawi,36,+2,3 ,,4,29,1,2,0.2,617,32
27/04/2020 09:36:06,Zimbabwe,31,,4 ,,5,22,,2,0.3,6395,430
27/04/2020 09:36:06,Angola,26,,2 ,,6,18,,0.8,0.06,,
27/04/2020 09:36:06,Antigua and Barbuda,24,,3 ,,11,10,1,245,31,113,1154
27/04/2020 09:36:06,Timor-Leste,24,, ,,2,22,,18,,322,244
27/04/2020 09:36:06,Botswana,22,,1 ,,,21,,9,0.4,5023,2136
27/04/2020 09:36:06,CAR,19,, ,,10,9,,4,,,
27/04/2020 09:36:06,Laos,19,, ,,7,12,,3,,1796,247
27/04/2020 09:36:06,Belize,18,,2 ,,5,11,1,45,5,816,2052
27/04/2020 09:36:06,Fiji,18,, ,,12,6,,20,,1007,1123
27/04/2020 09:36:06,Grenada,18,, ,,7,11,4,160,,175,1555
27/04/2020 09:36:06,New Caledonia,18,, ,,17,1,1,63,,3952,13842
27/04/2020 09:36:06,Curaçao,16,,1 ,,11,4,,98,6,304,1853
27/04/2020 09:36:06,Dominica,16,, ,,13,3,,222,,383,5320
27/04/2020 09:36:06,Namibia,16,, ,,8,8,,6,,704,277
27/04/2020 09:36:06,Saint Kitts and Nevis,15,, ,,2,13,,282,,260,4887
27/04/2020 09:36:06,Saint Lucia,15,, ,,15,0,,82,,446,2429
27/04/2020 09:36:06,St. Vincent Grenadines,15,+1, ,,5,10,,135,,108,973
27/04/2020 09:36:06,Nicaragua,13,,3 ,,7,3,,2,0.5,,
27/04/2020 09:36:06,Falkland Islands,13,, ,,11,2,,3736,,353,101437
27/04/2020 09:36:06,Turks and Caicos,12,+1,1 ,,5,6,,310,26,83,2144
27/04/2020 09:36:06,Burundi,11,,1 ,,4,6,,0.9,0.08,284,24
27/04/2020 09:36:06,Montserrat,11,,1 ,,2,8,1,2204,200,36,7212
27/04/2020 09:36:06,Greenland,11,, ,,11,0,,194,,1200,21138
27/04/2020 09:36:06,Seychelles,11,, ,,6,5,,112,,,
27/04/2020 09:36:06,Gambia,10,,1 ,,8,1,,4,0.4,401,166
27/04/2020 09:36:06,Suriname,10,,1 ,,7,2,,17,2,404,689
27/04/2020 09:36:06,MS Zaandam,9,,2 ,,,7,,,,,
27/04/2020 09:36:06,Vatican City,9,, ,,2,7,,11236,,,
27/04/2020 09:36:06,Papua New Guinea,8,, ,,,8,,0.9,,604,68
27/04/2020 09:36:06,Mauritania,7,,1 ,,6,0,,2,0.2,1032,222
27/04/2020 09:36:06,Bhutan,7,, ,,4,3,,9,,9829,12738
27/04/2020 09:36:06,British Virgin Islands,6,,1 ,,3,2,,198,33,,
27/04/2020 09:36:06,St. Barth,6,, ,,6,0,,607,,,
27/04/2020 09:36:06,South Sudan,6,, ,,,6,,0.5,,,
27/04/2020 09:36:06,Western Sahara,6,, ,,5,1,,10,,,
27/04/2020 09:36:06,Caribbean Netherlands,5,, ,,,5,,191,,110,4195
27/04/2020 09:36:06,Sao Tome and Principe,4,, ,,,4,,18,,19,87
27/04/2020 09:36:06,Anguilla,3,, ,,3,0,,200,,,
27/04/2020 09:36:06,Saint Pierre Miquelon,1,, ,,,1,,173,,,
27/04/2020 09:36:06,Yemen,1,, ,,1,0,,0.03,,120,4
